,TrackId,ArtistName,Title,Lyrics,Mood
2953,TRYZUSM128F42B00AD,Primal Scream,Country Girl,bed be hell baby come start payin dues Yeah poor boy Better yr mama Shell care Lost wife Lost son Stay drinking till morning comes Yeah poor boy Better mama Shell care Country girl hand Lead diseased land no idea stole sinned Oh soul unclean Country girl Gotta keeping Crazy women Mess head Wake drunk beaten strange bed Yeah poor boy Better mama Shell care Country girl hand Lead diseased land stole sinned Oh soul unclean Country girl Gotta keeping Gotta keeping Gotta keeping strong Gotta keeping Got riot city blues careful Youll reap sow Yeah poor boy Better yr mama Shell care time Country girl hand Lead diseased land stole sinned Oh soul unclean Country girl Gotta keeping Country girl hand Lead diseased land stole sinned Oh soul unclean Country girl Gotta keeping Country girl Gotta keeping,Happy
3408,TRQRKTZ128F932D5C6,Dar Williams,What Do You Hear in These Sounds,therapy find Im freak find answer week memories follow course fits minute hour fathom mysteries explicit inherent hit rut says try parent kind think wants tell something knows better says hear sounds hear sounds hear doubt voice true believing promises stay footsteps leaving says Oh say What says Exactly say What think Im angry mean think Im angry says Look come week jigsaw pieces past little soundbites voices photographs thats yours thats guide thats map tell me arrow point to invented roses hear sounds hear sounds talk therapy know people think makes selfish love shrink oh loved everybody finally got talk wake ask state Im Im lucky cause like East Berlin wall knew free world fireworks hear radio thought met start confessing theyd know scared Theyd know guessing wall came stood stumbling mumbling calling like me stories hears collect sounds ears Thats hear sounds Thats hear these Thats hear sounds,Happy
3738,TRNVVRZ12903CC67C9,Of Montreal,I Was Never Young,young child Said young Ive felt beguiled Oh smiled glow glow inner sense Ill know Cause young boy No young kindness ploy temper annoy you mind wonderment Ill find cause young young kid Ive brooding basket case kid Ive brooding basket case kid Ive brooding basket case,Happy
2442,TRQHHJK128F92F12C2,Rachael Yamagata,1963,Baby Im stuck middle know Find words sing Sweeter words bird sky Oh days came feel good Cause bring find magical feel like Im loving 1963 Flowers hair Little bitty hearts cheek Baby mind Til kiss time Baby come on ride little blue bug windows forget celebrate radios Oh way hold hand way thousand walks laugh day find magical feel like Im loving 1963 Flowers hair Little bitty hearts cheek Baby mind Til kiss time,Happy
3052,TRAUQVM128F92C30DE,Rod Stewart,Everything I Own,sheltered harm Kept warm kept warm gave life Set free set free finest years knew years life heart home taught love of said showed way knew watching know cant let life heart home know loving taking granted lose day takes away hear words long life heart home,Happy
713,TRIWEHK128F42530D1,Hardline,Everything,weve come far forever strong holding do you mean let lose control know Ill come around alright Ive got feeling cant shake it alright Hey baby hey baby cant let walk away Cause want got need cant you matter do Like shot heart girl going touch girl love overflowing Ive got fever cant break it alright Hey baby hey baby walk away Cause want got need cant you matter do theres message eyes keeps telling know want stay cant let slip away yeah oh yes got hold me stronger day heart beats me cant let walk away Cause want got need cant you matter do Hey baby alright Cause want got need cant you matter do theres message eyes keeps telling know want stay cant let slip away yeah oh yes Cause want got need cant you matter do theres message eyes keeps telling know want stay cant let slip away yeah oh yes,Happy
2821,TRALSBI12903CCEEA0,Madonna,Holiday,Chorus Holiday celebrate Holiday celebrate took holiday yeah Took time celebrate day life nice Everybody spread word Were gonna celebration world nation time good times Forget bad times day come release pressure need holiday Chorus turn world bring happy days trouble time celebrate Let love shine find way come things better need holiday Chorus,Happy
2014,TRRQPQQ128F148B133,Element Eighty,Goodbye,goodbye Ive tried Ive tried Ive tried hard alive alive understand long stay run away long know time Goodbye Goodbye Goodbye tried youve tried tried play games mind my mind Ill understand long stay run away long know time goodbye Goodbye Cry youre breaking again Goodbye youre breaking again know need supposed know try break inside want feel face face tell long stay run away long know time Bye youre breaking again Goodbye youre breaking again Cry youre breaking again Goodbye Look goodbye,Happy
1903,TRZESSL128F92FAD72,Flipsyde,Spun,gotta right wrong old thing old song Tryin fight survive Tryin fight lives Im tryin live want goodbye day end Holla Cause well born Maybe well free day stop day come Cause gonna live forever Spinnin were spun time time Spinnin Yeah spinnin Yeah spinnin spun time time Spinnin Yeah spinnin Yeah spinnin spun got run got True love need sip chill dip chew Lookin quick escape wears soon girls love lie girls Ill trust compromise Maybe expect Maybe close eyes Maybe Ill finally Maybe Ill finally die Maybe Ill finally free time time Spinnin Yeah spinnin Yeah spinnin spun time time Spinnin Yeah spinnin Yeah spinnin spun superstition got wishin life listen aint gonna night pills n caine drink drugs got floating girls cash cars hash got feelin rush thousand voices head know right wrong Im breakin holdin Im livin song song Pipe brother till day die fuck hears cause aint gonna lie roll pour cup drink smoke fuck bout blow shit time time Spinnin Yeah spinnin Yeah spinnin spun time time Spinnin Yeah spinnin Yeah spinnin spun,Happy
1602,TRADCEE12903CBBB2F,Five for Fighting,Freedom Never Cries,took flag pawn shop broken guitar took flag pawn shop guitar took flag pawn shop got guitar Whats flag pawn shop me saw man TV mask gun man TV year old son saw man TV son gun says hes coming loved soldier war thought tomorrow Til baby hit floor talk God somebodys die cherished freedom Freedom cries wrote song dead man settle soul song dead man Ill grow old wrote song dead man Im cold Whats song dead man me loved soldier war thought tomorrow Til baby hit floor talk God somebodys die cherished freedom Freedom cries cry Die Lay life Kiss wave goodbye cry Die mind all oh Theres baby doorstep Wailing away Theres baby doorstep Longing day Theres baby doorstep Whod life flag pawn shop flag pawn shop forget crying day,Happy
4,TRMRUDG12903CBD7B8,Great Lake Swimmers,Bodies and Minds,hold holy golden grace fear Hear whisper word wanna wanna wanna wanna wanna wanna wanna wanna wanna wanna sudden moves wanna wanna wanna wanna wanna wanna wanna wanna wanna wanna sudden moves Singing sorry you sorry Sleep come till Im sorry body mind Singing sorry you sorry Sleep come till Im sorry body mind wanna wanna wanna wanna wanna wanna wanna wanna wanna wanna sudden moves wanna wanna wanna wanna wanna wanna wanna wanna wanna wanna wanna Yeah yeah yeah yeah Yeah yeah yeah yeah Yeah yeah yeah yeah Yeah yeah yeah yeah Yeah yeah yeah yeah Yeah yeah yeah yeah,Happy
3394,TRTDBRF128F9309817,Fall Out Boy,She's My Winona,Lifes pay stub death diligent collide coincidence lights everybodys home thing suicidal door good run admit Lifes pay stub death diligent Hell Glory want came baby boy long eyelashes Daddy said you gotta world thunder Oh thunder Oh thunder Oh thunder Oh Oh come compete demonstration young ones irrelevant bring changed Oh oh person sleep wake up wake Hell Glory want came baby boy long eyelashes Daddy said you gotta world thunder Oh thunder Oh thunder Oh thunder Oh Oh whoa Oh whoa Hell Glory want came baby boy long eyelashes Daddy said you gotta world thunder Oh thunder Oh thunder Oh thunder Oh said Bring thunder thunder Oh thunder Whoa,Happy
1176,TRTCXXJ128F4294BFB,Liz Phair,Favorite,look sexy feels right dirty tight threw out Ill know exactly drawer bed faded pink now red Starting fray seams know love Like did like Like before like Like will like doin Oh baby know like like favorite underwear feels right know Oh baby know feel feel like favorite underwear Im slipping tonight Leave lyin bedroom floor leave hangin bathroom door granted Ill know exactly Lost hard find Got live like Thought falling apart feel pretty Like did like Like before like Like will like doin Oh baby know like like favorite underwear feels right know Oh baby know feel feel like favorite underwear Im slipping tonight Slipping tonight Wrap roll me hold tight Tear apart new Like Oh baby know like like favorite underwear feels right know feel like want feel feel Oh baby know like like favorite underwear feels right know feel like want feel feel Slipping tonight,Happy
465,TRQQZMR128C71969B5,The Commitments,Treat Her Right,wanna tell story man oughta know want little lovin gotta start real slow gonna love tonight treat right Oh squeeze real gentle gotta feel good Tell love like know gonna love tonight treat right practice method hard gonna reputation lovin man Yeah glad night treatin right Hey hey hey hey etc Tell love like know gonna love tonight treat right practice method hard Hey hey hey hey,Happy
1098,TRNLUWH128F932A796,XTC,The Loving,world boy girl Need loving humble great think hate Need loving Soldiers queen hard men weve seen Need loving Babies breast power suppressed Need loving Lets face cant hide tastell send reeling Like firework were tied prepared ceiling lovings coming lovings AD mans vision lovings strumming heart strings loud cant help listen Sailors seas clergy knees Need loving rich poor fight war Need loving thing need stuff try weve died begging loved free gift working heart inside lovings coming lovings advertised papers lovings humming favorite song annoy neighbors loving loving round world boy girl Need loving Coldhearted warm single person born Needs loving Way space think well find alien race Needs loving end list exist Needs loving lovings coming lovings coming lovings coming,Happy
1788,TRXOZHM128F425A049,George Michael,Precious Box,house theres circle life comes stars home stone alone precious box family guess Ive seen lot beauty life house servants lights dim beautiful home agents phone Leave party stops thats fantasy So what need little Beauty let in know kind got skin know lot action round dear want strip look fine Gucci suit making money daddy imagined people fashion honey yeah time picture stop acting dumb know moment come find like extra Im sorry baby know know systematic breakdown community know hate job try save God Theres Switch on pressure stops know me Fox little beauty life life want lately freezing This glass life keeps kicking ass ways good kind happy baby This glass picture stop acting dumb know moment come find like extra Im sorry baby know know Precious keeps company Keeps noone comes morning Noone comes evening time Id sit wait phone ring waiting damn life sick old faces street talks funny situation care Ill come sky home house days money money money honey life said know cant Stop acting dumb moment come find like extra always happens baby me sorry baby know something Said know want strip want let want sacrifice think fair right want think want watch friends want change mind wish turn time,Happy
3256,TRFJIOQ128E07899D5,Gwen Stefani,Hollaback Girl,Ooh shit girls stamp feet like times Ive track gonna happen like Cause aint hollaback girl aint hollaback girl times Ive track gonna happen like Cause aint hollaback girl aint hollaback girl shit shit shit shit shit shit shit shit heard talking shit think hear People hear talking like that getting everybody fired Im ready attack gonna lead pack Gonna touchdown gonna Thats right pompoms down getting everybody fired times Ive track gonna happen like Cause aint hollaback girl aint hollaback girl times Ive track gonna happen like Cause aint hollaback girl aint hollaback girl shit shit shit shit shit shit shit shit thats right dude meet bleachers principals studentteachers wanna winner Im gonna fight gonna Gonna fall gonna sock ya Thats right Im standing bites dust times Ive track gonna happen like Cause aint hollaback girl aint hollaback girl times Ive track gonna happen like Cause aint hollaback girl aint hollaback girl shit shit shit shit shit shit shit shit Let hear say shit bananas BANANAS shit bananas BANANAS shit bananas BANANAS shit bananas BANANAS times Ive track gonna happen like Cause aint hollaback girl aint hollaback girl times Ive track gonna happen like Cause aint hollaback girl aint hollaback girl shit shit shit shit shit shit shit shit,Happy
2539,TRLWTAX128F4252E10,Jack Johnson,What You Thought You Need,cant want thought need map beneath seat read time Ill fold find way soon knows were park van walk town Find cheapest bottle wine find talk road getting lost waste time water mole home moment sing forest sleeps sake arriving Well sake arriving Well table bed candle burning time rest Cant things gone promises keeps sake arriving Well sake arriving words speak grow well be mm like feels like feels mm know like feels like feels like feels feel like feels like feels feel like feels feel,Happy
3515,TRGVIBV128F423971F,Lighthouse Family,High,close tears remember day itll day were gonna high darker December Whats ahead different colour day were gonna high end day Well remember days close edge well wonder end day Well remember way stayed close till end Well remember Cause gonna forever flying high sky love think time started wanted day were gonna high Cause impossible easy got day were gonna high end day Well remember days close edge well wonder end day Well remember way stayed close till end Well remember Cause gonna forever flying high sky love High high high high,Happy
3038,TRZYZEU128F42B9D56,The Sugarcubes,Dear Plastic,Plastic Nylon Terylene atoms tender fingers determined heads inventors Tickling Perfection Plastic Rayon born aeons ago human known friends alchemists Told natural way possible gold dirt Plastic Nylon Dear plastic proud imitate pure pure pure Plastic Nylon believed dustbin knowledge Took digested course big strong Today Im old withering away friends alchemists Long disappeared dust longer fruity longer gold dirt space food tray Plastic Eggimanyinonde Plastic Saggiraranana,Happy
2181,TRIUCAC128F146D64A,Junior Senior,Move Your Feet,stop cant stop feet stop stop beat Everybody feet feel united Oh oh oh Everybody feet feel united Oh oh oh yeah Were going downtown oh yeah Were going downtown oh yeah Were going downtown oh yeah Were going downtown oh yeah Dont dont dont stop beat cant cant cant cant control feet P P P people street Cmon everybody feet stop dont stop stop beat cant stop cant stop cant stop beat stop wont stop stop beat Everybody feet feel united Oh oh oh Everybody feet feel united Oh oh oh yeah Were going downtown oh yeah Were going downtown oh yeah Were going downtown oh yeah Were going downtown oh yeah Sing sing sing sing sing song you you you you sing put put put record troubles dead gone stop dont stop stop beat cant stop cant stop cant stop beat stop wont stop stop beat Everybody feet feel united Oh oh oh Everybody feet feel united Oh oh oh yeah Oh yeah Oh yeah Oh yeah stop dont stop stop beat cant stop cant stop cant stop beat stop wont stop stop beat Everybody feet feel united Oh oh oh Everybody feet feel united Oh oh oh Everybody feet feel united Oh oh oh Yeah,Happy
2409,TRNWPAL128F429EB48,The New Pornographers,Use It,cat calls night chicks parking lot crack wise price fame stood gain phone books ripped shapes dark way know price flight weight size got sheds light Use tonight tonight Heads down thumbs up sips cup human kindness Im shitfaced laid waste wait here wait up Stock tips credit checks come logics line halt dime got little time Use tonight tonight send wrecking crew cant walk right send wrecking crew cant walk right Phantom heart beats parting lungs mind child grew wild heads down thumbs up beats soft set exercise right use tonight theres choice chance flight Choose tonight tonight send wrecking crew cant walk right send wrecking crew cant walk right cant walk right Use tonight tonight Tonight tonight night night night,Happy
1247,TRIFIZP128F92CBE37,Anjulie,Love Songs,fall so fall Love songs limousines Wishing wells believe Disco balls dancing queens fall easy Rich guys candlelight Telling things like Im young theyre right fall easy cheesy things life Sad sad movies cry Pretty people admire hate fall easy stupid little lines Hollywood sunny skies Fancy restaurants forks knives fall easy came way Turn clouds white gray Showered pink champagne let easier girl Cynical heartbreak free Confidence exude fall easy cheesy things life Sad sad movies cry Pretty people admire hate fall easy stupid little lines Hollywood sunny skies Fancy restaurants forks knives fall easily love love fall so fall fall easily love Cheesy things life Sad sad movies cry fall so fall so fall easily love,Happy
1599,TRTNFRT128F92C253F,Sleeper,Lie Detector,movie star arrangement Got touch Bergman face wears suits buys flowers Smokes cigarettes bakes cakes says uh oh love Im sure trust strange got green eyes lovely Reminds it girl lips Got automatic license Reads Dostoyevskys household tips says uh oh love Im sure trust strange come suspects Attach lie detector Watch thousand housewives fizz burn time answers yes needles polygraph test round circles like brain got long hair ugly Got touch Einstein brain wears fat clothes cunning People easy says uh oh love Im sure trust strange took thousand cliches scold Took man Stepford tape recorder Got ego broken crestfallen start laugh Stop it grown man baby heads good,Happy
2694,TRKKQWV128F92EB94C,New Order,Paradise,left town walk earth let down live forever want you want you need you need want you want you need you need find home time hold own devastate night forever Theres place cant Theres place Theres limit Theres level inbetween Jolene seen there Jolene need want you want you need you need want you want you need you need Jolene seen looked lifeless eyes saw Theres place hide Theres place cant find Theres end leave clean Theres reason seen find own live life forever Shall leave world alone maybe well Jolene couldve seen looked lifeless eyes saw want you want you need you need want you want you need you need want you want you need you need want you want you need you need,Happy
3562,TRTXEMZ128F42AE127,Dixie Chicks,Easy Silence,calls conversations Accidents accusations Messages misperceptions Paralyze mind Buses cars airplanes leaving Burning fumes gasoline running come find refuge Easy silence okay theres peaceful quiet create way world bay way world bay Monkeys barricades warning away form commissions trying find crucify anger plays station Answers questions need believe Breathe sanctuary Easy silence okay theres peaceful quiet create way world bay way world bay Children lose youth soon Watching war immune Ive got world lose want hold easy silence okay theres peaceful quiet create way world bay easy silence okay theres peaceful quiet create way world bay way world bay way world bay,Happy
2083,TRSGHJT128F930B8DD,Freedom Call,Metal Invasion,Oh spiritus oh sanctus Adoramus domine Te deum laudamus memoriam gloriam Warriors immortal knights walk way Eternally were born write sign victory Warriors immortal knights far away home Eternally were born fight Forever riding free day come Time die far stairway sky rainbow soaring high born sun hands hold future live die Carry save mankind stand crusade Were leaving night vengeance raise steel kinghts glory ride Law defenders raise swords Freedom Hail gods creation Hail king world hail metal invasion heavenly kingdom earth Godless odysee endless agony Were heading eternal life,Happy
2665,TRNGCYV128F92E353A,Snow Patrol,You're All I Have,Strain chaos turn light Ive got night lions share Leave pieces scattered chance hold chance hold chance hold hold clear fear cos clear fear cos cinematic razor sharp welcome arrow heart skin feels like home Electric shocks aching bones chance hold chance hold chance hold hold clear fear cos clear fear cos darkness deep frightening magic cling chance hold chance hold chance hold hold clear fear clear fear,Happy
174,TRKHNQE128E078B44E,Annie,Come Together,verse Look know are who are feeling sad blue know sun moon care cant need far know who are Hey people look Let play game in game wanna scream shout ashamed want let world Listen okay Come together Now Come together verse late try searching find easily Let free Listen okay chorus Come together feeling fine People smiling Sun shining Feel light Come together Feel rhythm dance hand integrity rain comes sun break verse Ah lovely day glad were today single fine chorus breakdown we we we come Life gonna better come gonna forever come Life gonna better come Life gonna forever x2,Happy
1933,TRMIQHN128E0786025,Kaiser Chiefs,Oh My God,Time itll end beautiful thing spend work shirt tag Drifting apart like plate tectonic matter wanted million miles familiar time spent dragging past looking messed Settling early twenties Sucked blood backstreet dentist matter wanted million miles familiar Chorus Oh God cant believe Ive far away home Oh God cant believe Ive far away home Oh God cant believe Ive far away home Oh God cant believe Ive far away home Bright ruins lit greater glory thing growing history Knock Ill right Come stronger poweredup Pacman matter wanted million miles familiar Chorus x2,Happy
1309,TRLBQIN128F92F922E,Arctic Monkeys,Baby I'm Yours,Baby Im Ill stars fall sky rivers run dry words die Baby Im baby Im yours Ill yours sun longer shines yours poets run rhyme words end time Im gonna stay right side best satisfied Nothin world drive away Cause day hear Baby Im baby Im yours Ill yours three yours mountain crumbles sea words eternity Baby Im baby Im yours Till stars fall sky Baby Im baby Im yours Till rivers run dry Baby Im Baby Im Baby Im,Happy
1552,TRXTJOP128F425554C,Gary Allan,Tough Little Boys,Backed punch Id square chin found fast bullys got stand cry got black eye bad hurt grinned tough little boys grow dads turn big babies again Scared death took steps Id fall time fell day school cried like fool followed school bus town cry Old Yeller died friends tough little boys grow dads turn big babies Im grown man strong hard believe little girl little blonde curls totally terrify ask wife laugh Shed I know men tough little boys grow dads turn big babies again know day Ill away Im gonna stand smile home Im Well Ill sit room cry Old Yeller died friends tough little boys grow dads turn big babies tough little boys grow dads turn big babies again,Happy
2171,TRBHZZV128F92DE5B8,Kellie Pickler,One Last Time,wanna lay bed Stare eyes Feel heart beating Chorus time time tears Thats Im here Baby turn lights lasts disappear Chorus Cause Im fight whos wrong right want kiss want feel like this Chorus breathe neck wanna forget smell skin Touch again Chorus Cause Im fight whos wrong right want kiss want feel like this Chorus fall asleep Ill kiss cheek Whisper goodnight Ill leave time,Happy
2384,TRISVCC128E0793CCC,S Club 7,Bring It All Back,Bring stop Hold head high reach Let world got Bring Hold try individuality world shoulders smile let people try walk turn answer know true life aint easy times coming stop tryin stop Hold head high reach Let world got Bring Dream falling love thinking world tough Bring Try worry bout thing Enjoy good times life bring inside Gotta let feelings Imagination key Cause destiny lonely time know true Things sent try times coming stop tryin stop Hold head high reach Let world got Bring Dream falling love thinking world tough Bring Bring on bring know true Things happen reason times coming stop tryin stop Hold head high reach Let world got Bring Dream falling love thinking world tough Bring stop Hold head high reach Let world got Bring Dream falling love thinking world tough Bring stop Hold head high reach Let world got Bring Dream falling love thinking world tough Bring stop Hold head high reach Let world got Bring Dream falling love thinking,Happy
1096,TRCYJKE128F424ECC1,Tristan Prettyman,Madly,Im surprised Im surprised Im surprised answer Pick phone Pick phone Aint funny things work like Cause time takes open eyes time took realize Chorus 1 Madly madly madly tell need Im thats need know Chorus 2 Madly madly madly love leaving baby let Ive good Ive great better place honestly Im happy ya theres tone voice gives away selfish choice heart beat faster Cause time takes pass time took realize Chorus 1 Chorus 2 up try find time Gotta lose things gonna wrong right end fight thought Id crumble Im fine Chorus 2 Chorus 1 Chorus 2 x2,Happy
34,TRMEBSO128F42B8341,Jessica Simpson,A Public Affair,street lights nights officially got green light want Im gonna stand outside box rules hold Tonight Carte blanche class evening Ready set go Chorus girls stepping public affair night lets rock Cause party stop know cameras come public affair cares lets rock Cause party stop Hey baby looking baby gonna looking talk Heres opportunity want miss Tonight Carte blanche class evening Ready set go Chorus wanna Tonight world exist wanna girls work like room Shake shake shake Chorus x 2,Happy
1442,TRMESDG12903CDE089,Simply Red,Thrill Me,OK Im took granted Ive mistakes wake lets Break Thrill got love strong Thrill turn Thrill wait till tomorrow night Thrill Im gonna treat right said let times Worked days find things try heart let Thrill got love strong Thrill cant wrong Thrill wait till tomorrow night Thrill Im gonna treat right truth gone left face fact gone Love phase wed pray true heart wouldve let Thrill got love strong Thrill turn Thrill wait till tomorrow night Thrill Im gonna treat right,Happy
2228,TRFSZKI128F4296975,Tokyo Police Club,Juno,got place Arctic Circle Ive got place painted white Ive got home salty ocean right right lions bedroom tigers ignored Pulling wool eyes Yes sir yes sir soapy eyes Called late night hands heart Cause heads right soapy eyes Called late night hands heart Cause heads right Im gonna science Im gonna stay decimals laugh know difference old old Fine right wound needs ice Fine right wound needs ice soapy eyes Called late night hands heart Cause heads right soapy eyes Called late night hands heart Cause heads right Juno tired Juno tired,Happy
3749,TRCUFYM12903CC389B,Phoenix,1901,Counting different ideas drifting away Past present matter futures sorted Watch moving elliptical pattern Think way complicated minute thought tell fall seconds til call going hey hey hey hey hey hey Lie down know easy like summer long Ill ask more going hey hey hey hey hey hey miracle needed let think Fold it fold it fold it fold Fold it fold it fold it fold Girlfriend know girlfriends drifting away Past present eighteenfiftyfive nineteenandone Watch build material tower Think gonna stay Think overrated minute thought tell fall seconds call going hey hey hey hey hey Lie down know easy like summer long Ill ask more going hey hey hey hey hey miracle needed no let think Fold it fold it fold it fold Fold it fold it fold it fold,Happy
3506,TRSAZLW128F1458AA6,Devo,Girl U Want,sings cant sits greenest tree sends aroma undefined love drips mist Chorus girl girl girl want girl girl girl want hear calling turn know headed pleasure burn words stuck tip tongue real thing knew Chorus Look mouth watering Look mind spinnin admit girl want Chorus sings cant sits greenest tree sends aroma undefined love drips mist Chorus Look mouth watering Look mind spinnin admit girl want Chorus girl girl girl want girl girl,Happy
329,TRPYROS128F427F1A9,The Strokes,Someday,ways Ill miss good old days Someday Someday hurts want stay young oh man fun Promises break theyre ex says Im lacking depth best want stand Darling heads right stand fall apart Yeah think ill alright Im working try hard Tables turn Someday aint wasting time Trying trying fears come threes fade friend strangest things find Oh ex says Im lacking depth try best want stand Darling heads right stand fall apart Yeah think ill alright Im working try hard Tables turn Oh someday aint wasting time,Happy
1149,TRQZAYO128F42AA446,As Cities Burn,Contact,Hearts guides truly Cause God aint sky Holding bones Remember speak Im starting think voice Bouncing ceiling God cant God cant God it it it come down Heaven come down cut clouds come down come down Heaven come down cut clouds come down Come down come down come Oh Heaven doors close clouds stop voice Oh Heaven doors close clouds stop voice On way down And God cant And God cant And God it it And God grace reach madness Cause know cant great peace seek come down Heaven come down cut clouds come down clouds stop voice And brother found great peace seek look theres God asleep God asleep God asleep God asleep God asleep,Happy
443,TRFQWJQ128F4295608,Dr. Alban,No Coke,Cause come come rough Inna reaggae raggamuffin business Kom Hiphop reaggae inna dance hall style Hiphop reaggae inna dance hall style Hiphop reaggae inna dance hall style 2 oclock friday mornin Come gun man Come knife man Knife bouncer Mash ears run come Kings Street way arrested tested drugs confested Mi callin youth country heap boys heap girls Drug abuse dangerous thing Stay drugs stop violence Inna dis hard time Abuse drug Listen ya hear point view drugs mental Da Dr Alban tellin everybody want coke heroin haschhasch amfetamin Cocain blow brain ecstasy mash life Cocain blow brain ecstasy mash life Drug pushing thing time time million money run foreign country Buiild big house Buy big limousine Das man come right thing Das Jah Jah send tell truth Cause disgrace human race flyin high flyin low differenciate right wrong Want coke heroin Cocain blow brain ecstasy mash life Cocain blow brain ecstasy mash life,Happy
503,TRWGKKW128F4286785,New Young Pony Club,Ice Cream,want heart beat short ice cream sweet team Melting vice dreams sport source crave spell cant Chocolateflavored love theme Treat treats mean Covering nights days let like mouth run dry Drink like liquor Come dip dipper for guy want real taut Fantastic flavored fancies Sick like Sid Nancy Wicked joyride jaunt what want want what want want want Want want what want want you want,Happy
1516,TRFSIGH128F4290CF9,Thompson Twins,Roll Over,Father John Preachin women easy street free Roll Give drum years Plyin trade Lookin heaven silver plate Roll knew way Oh promised land slice cake Round round round round Round round go Yeah leads knows Nobody No no Dance dance dance lives away Dance lives away bleeds Noone Say say Jezebel way Sliding dirty sheets day roll 1 2 3 4 lived years fear real true love come way Roll knew way Yeah true romance slice cake Round round round round Round round go Yeah leads knows Nobody No no Dance dance dance lives away Dance lives away bleeds Noone Say say me Chasing dreams cant forest trees roll Yeah Dance like John Jezebel roll Whoaohohoh lets dance Round round round round Round round go Yeah leads knows Nobody No no Dance dance dance lives away Dance lives away bleeds Noone Say say,Happy
3387,TRHTRKM128E0792004,The Temptations,My Girl,Ive got sunshine cloudy day cold outside Ive got month guess feel way girl my girl girl Talkin bout girl my girl Ive got honey bees envy Ive got sweeter song birds trees guess feel way girl my girl girl Talkin bout girl my girl ooh Hey hey hey Hey hey hey Ooh yeah need money fortune fame ooh hey hey hey Ive got riches baby man claim oh yes do guess feel way girl my girl girl Talkin bout girl my girl Talkin bout girl girl Ive got sunshine cloudy day girl My girl Talkin bout girl girl Ive got month girl My girl woah think my girl Talkin bout girl girl Talkin bout talkin bout girl my girl woah,Happy
1139,TROGWKP128F4255C9C,Ivoryline,We Both Know,know cant plan real takes plans feel like know getting mean think Ill sleep tonight exactly wanted exactly wanted wanted know cant plan real takes plans feel like this takes hope find thought thought tonight sleep tonight exactly wanted exactly wanted wanted tonight gut night gut night gut night gut night exactly wanted exactly wanted wanted tonight know cant plan real,Happy
1347,TRAZUOJ128F92EB81F,The Smiths,Ask,Shyness nice Shyness stop things life like Shyness nice Shyness stop things life like So theres like try theres like try Ask me no I Coyness nice Coyness stop saying things Life like So theres like try theres like try Ask me no I Spending warm summer days indoors Writing frightening verse bucktoothed girl Luxembourg Ask me ask me ask Ask me ask me ask love bomb bomb bomb bomb bomb bomb bomb bring Nature language cant read Nature language cant read ask me ask me ask Ask me ask me ask love bomb bomb bomb bomb bomb bomb bomb bring love bomb bomb bring ask me ask me ask Ask me ask me ask Oh la la la la la La la la la La la la la La la la la La la la la La la la la La la la la La la la la,Happy
3019,TRZOZSK128F92F6735,Propellerheads,Velvet Pants,Whats different Pete 69 makes exciting 2000 people seething roaring shouting mass people know musicians revolve music thats know got little thing like hustled way Everybody long hair hustled way Everybody long hair hustled way Everybody long hair hustled way Everybody long hair groovy groovy groovy guess groovy groovy groovy guess Man groovy Man groovy Man groovy Hes got nice body hes wearing velvet pants Hes got nice body hes wearing velvet pants Hes got nice body hes wearing velvet pants Hes got nice body hes wearing velvet pants Hes got nice body hes wearing velvet pants Hes got nice body hes wearing velvet pants Hes wearing velvet pants Thats talks Hes wearing velvet hes wearing velvet pants Thats talks Hes wearing velvet hes wearing velvet pants Thats talks Hes wearing velvet hes wearing velvet pants Hes wearing velvet pants Hes wearing velvet pants Hes wearing velvet pants Im fun realized night Send kid down send kid played records Send kid down send kid played records played records Send kid down send kid Send kid down send kid Send kid down send kid Send kid down send kid Send kid down send kid Send kid down send kid Hes got nice body hes wearing velvet pants Hes got nice body hes wearing velvet pants Hes got nice body hes wearing velvet pants Hes got nice body hes wearing velvet pants Hes got nice body hes wearing velvet pants Hes got nice body hes wearing velvet pants Hes wearing velvet pants Thats talks him Hes wearing velvet pants hes wearing velvet pants Thats talks him Hes wearing velvet pants hes wearing velvet pants Thats talks him Hes wearing velvet pants hes wearing velvet pants Thats talks him Hes wearing velvet pants hes wearing velvet pants groovy groovy groovy guess Hes wearing velvet pants groovy groovy groovy guess Hes wearing velvet pants groovy groovy groovy guess Hes wearing velvet pants groovy groovy groovy guess Hes wearing velvet pants groovy groovy groovy guess Hes wearing velvet pants groovy groovy groovy guess,Happy
3209,TRLHBRU128E0792CED,The Temptations,(I Know) I'm Losing You,love fading feel love fading Girl fading away Cause touchyour touch grown cold controls soul Ive fooled long feel presence man speak Oh baby Im losing air everywhere Oh baby Im losing Losing you look eyes reflection face Im hurtin downhearted worried girl Cause face belong face Someones taken place Oh baby Im losing try hard hide emptiness inside Oh tell Im losing you want lose Oh tell kiss tenderness miss Oh little girl Im losing Girl feel bones day gone Oh baby Im losing Oh dear happened love shared Oh oh baby Im losing know true Theres new Oh baby baby baby Im losing,Happy
